transaction_id,account_id,date,type,amount,transaction_month,risk_flag,day_of_week,week
424,248,2025-04-15,deposit,762333,2025-04,0,Tuesday,16
425,127,2025-08-18,transfer,332697,2025-08,0,Monday,34
426,101,2025-02-15,withdrawal,122168,2025-02,0,Saturday,7
427,156,2025-06-28,deposit,1994827,2025-06,0,Saturday,26
428,171,2025-05-25,transfer,204171,2025-05,0,Sunday,21
429,226,2025-11-06,withdrawal,461533,2025-11,0,Thursday,45
430,70,2025-10-12,withdrawal,346241,2025-10,0,Sunday,41
431,103,2025-03-08,withdrawal,339445,2025-03,0,Saturday,10
432,204,2025-11-28,withdrawal,315605,2025-11,0,Friday,48
433,252,2025-04-11,transfer,414979,2025-04,0,Friday,15
434,167,2025-06-27,withdrawal,303916,2025-06,0,Friday,26
435,187,2025-09-22,deposit,1959686,2025-09,0,Monday,39
436,103,2025-03-10,transfer,291066,2025-03,0,Monday,11
437,282,2025-08-01,deposit,1530076,2025-08,0,Friday,31
438,108,2025-05-06,withdrawal,846433,2025-05,1,Tuesday,19
439,36,2025-08-20,withdrawal,715668,2025-08,1,Wednesday,34
440,72,2025-04-10,transfer,163771,2025-04,0,Thursday,15
441,130,2025-07-12,transfer,85815,2025-07,0,Saturday,28
442,194,2025-10-10,deposit,946761,2025-10,0,Friday,41
443,246,2025-09-07,transfer,215137,2025-09,0,Sunday,36
444,260,2025-09-12,transfer,224310,2025-09,0,Friday,37
445,19,2025-09-08,withdrawal,745716,2025-09,1,Monday,37
446,44,2025-04-14,deposit,1617613,2025-04,0,Monday,16
447,182,2025-10-17,deposit,1361857,2025-10,0,Friday,42
448,23,2025-11-19,transfer,343182,2025-11,0,Wednesday,47
449,205,2025-07-16,withdrawal,844908,2025-07,1,Wednesday,29
450,55,2025-04-19,deposit,211792,2025-04,0,Saturday,16
451,114,2025-08-30,transfer,396566,2025-08,0,Saturday,35
452,286,2025-09-28,transfer,365534,2025-09,0,Sunday,39
453,114,2025-06-26,withdrawal,402292,2025-06,0,Thursday,26
454,238,2025-11-26,transfer,313590,2025-11,0,Wednesday,48
455,257,2024-12-20,deposit,728449,2024-12,0,Friday,51
456,248,2025-07-08,deposit,624566,2025-07,0,Tuesday,28
457,44,2025-02-18,deposit,1748399,2025-02,0,Tuesday,8
458,179,2025-07-29,withdrawal,369731,2025-07,0,Tuesday,31
459,106,2025-06-04,transfer,258192,2025-06,0,Wednesday,23
460,244,2025-11-29,deposit,923900,2025-11,0,Saturday,48
461,232,2025-05-10,withdrawal,80437,2025-05,0,Saturday,19
462,23,2024-12-19,transfer,65337,2024-12,0,Thursday,51
463,176,2025-11-19,transfer,62337,2025-11,0,Wednesday,47
464,85,2025-08-29,transfer,132880,2025-08,0,Friday,35
465,90,2025-05-26,transfer,88957,2025-05,0,Monday,22
466,287,2025-04-05,withdrawal,494498,2025-04,0,Saturday,14
467,208,2025-03-13,transfer,101705,2025-03,0,Thursday,11
468,222,2025-10-18,withdrawal,40610,2025-10,0,Saturday,42
469,102,2025-07-15,withdrawal,630970,2025-07,1,Tuesday,29
470,200,2025-03-27,deposit,1482937,2025-03,0,Thursday,13
471,106,2025-12-03,withdrawal,798870,2025-12,1,Wednesday,49
472,33,2025-09-08,transfer,58347,2025-09,0,Monday,37
473,96,2025-03-18,withdrawal,351819,2025-03,0,Tuesday,12
474,235,2025-11-16,deposit,555194,2025-11,0,Sunday,46
475,251,2025-05-17,transfer,340076,2025-05,0,Saturday,20
476,199,2025-10-04,transfer,210806,2025-10,0,Saturday,40
477,59,2025-07-30,withdrawal,379082,2025-07,0,Wednesday,31
478,89,2025-05-09,transfer,375141,2025-05,0,Friday,19
479,44,2025-05-17,transfer,75227,2025-05,0,Saturday,20
480,61,2025-02-05,deposit,645428,2025-02,0,Wednesday,6
481,94,2025-02-18,withdrawal,737120,2025-02,1,Tuesday,8
482,262,2025-10-09,withdrawal,448555,2025-10,0,Thursday,41
483,71,2025-07-12,transfer,206174,2025-07,0,Saturday,28
484,96,2025-09-09,withdrawal,676371,2025-09,1,Tuesday,37
485,89,2025-08-15,transfer,92485,2025-08,0,Friday,33
486,148,2025-05-18,deposit,397374,2025-05,0,Sunday,20
487,231,2025-06-09,transfer,33107,2025-06,0,Monday,24
488,5,2025-03-17,withdrawal,153167,2025-03,0,Monday,12
489,197,2025-11-07,transfer,269995,2025-11,0,Friday,45
490,254,2025-08-16,withdrawal,727956,2025-08,1,Saturday,33
491,213,2025-07-23,transfer,445345,2025-07,0,Wednesday,30
492,251,2025-09-23,deposit,178372,2025-09,0,Tuesday,39
493,16,2024-12-24,deposit,617556,2024-12,0,Tuesday,52
494,141,2025-05-04,deposit,1132446,2025-05,0,Sunday,18
495,87,2025-08-18,withdrawal,603127,2025-08,1,Monday,34
496,282,2025-09-27,transfer,64355,2025-09,0,Saturday,39
497,59,2025-09-12,withdrawal,822764,2025-09,1,Friday,37
498,188,2024-12-29,transfer,436285,2024-12,0,Sunday,52
499,226,2025-07-13,transfer,119578,2025-07,0,Sunday,28
500,53,2025-11-07,transfer,440196,2025-11,0,Friday,45
501,127,2024-12-24,withdrawal,927304,2024-12,1,Tuesday,52
502,231,2025-01-21,withdrawal,375509,2025-01,0,Tuesday,4
503,225,2025-04-08,deposit,1631617,2025-04,0,Tuesday,15
504,108,2025-11-25,transfer,313241,2025-11,0,Tuesday,48
505,180,2025-10-27,transfer,324952,2025-10,0,Monday,44
506,220,2025-02-17,deposit,1297162,2025-02,0,Monday,8
507,106,2025-01-07,deposit,1694131,2025-01,0,Tuesday,2
508,292,2025-04-30,withdrawal,568136,2025-04,1,Wednesday,18
509,276,2025-12-03,deposit,683750,2025-12,0,Wednesday,49
510,150,2025-04-23,withdrawal,610556,2025-04,1,Wednesday,17
511,264,2025-01-25,transfer,432389,2025-01,0,Saturday,4
512,70,2025-01-07,withdrawal,973398,2025-01,1,Tuesday,2
513,142,2025-12-02,transfer,71525,2025-12,0,Tuesday,49
514,68,2025-12-07,deposit,311694,2025-12,0,Sunday,49
515,165,2025-11-19,deposit,1601925,2025-11,0,Wednesday,47
516,202,2025-09-29,withdrawal,159077,2025-09,0,Monday,40
517,138,2025-06-18,transfer,222173,2025-06,0,Wednesday,25
518,232,2025-01-24,deposit,1333813,2025-01,0,Friday,4
519,207,2025-04-29,transfer,398112,2025-04,0,Tuesday,18
520,189,2025-05-24,withdrawal,521751,2025-05,1,Saturday,21
521,298,2025-01-24,deposit,1827231,2025-01,0,Friday,4
522,235,2025-11-30,transfer,353202,2025-11,0,Sunday,48
523,184,2025-09-07,deposit,1673657,2025-09,0,Sunday,36
524,204,2025-03-26,deposit,906026,2025-03,0,Wednesday,13
525,254,2025-05-02,withdrawal,348548,2025-05,0,Friday,18
526,173,2025-02-12,transfer,308003,2025-02,0,Wednesday,7
527,290,2025-06-01,withdrawal,836596,2025-06,1,Sunday,22
528,25,2025-10-24,deposit,213823,2025-10,0,Friday,43
529,236,2025-02-26,deposit,265544,2025-02,0,Wednesday,9
530,226,2025-07-15,withdrawal,10708,2025-07,0,Tuesday,29
531,104,2025-02-13,transfer,481791,2025-02,0,Thursday,7
532,155,2025-04-27,deposit,1838798,2025-04,0,Sunday,17
533,48,2025-04-15,transfer,193971,2025-04,0,Tuesday,16
534,43,2025-11-05,withdrawal,706787,2025-11,1,Wednesday,45
535,85,2025-10-24,deposit,836188,2025-10,0,Friday,43
536,157,2025-04-06,transfer,371708,2025-04,0,Sunday,14
537,220,2025-12-03,transfer,52814,2025-12,0,Wednesday,49
538,49,2025-08-09,deposit,452576,2025-08,0,Saturday,32
539,40,2025-04-02,deposit,1250036,2025-04,0,Wednesday,14
540,266,2024-12-12,transfer,238343,2024-12,0,Thursday,50
541,5,2025-02-07,transfer,185131,2025-02,0,Friday,6
542,217,2025-08-09,transfer,74297,2025-08,0,Saturday,32
543,37,2025-01-22,deposit,808355,2025-01,0,Wednesday,4
544,53,2025-06-14,deposit,662145,2025-06,0,Saturday,24
545,154,2025-02-14,deposit,807624,2025-02,0,Friday,7
546,74,2025-09-22,deposit,1117556,2025-09,0,Monday,39
547,5,2025-03-02,transfer,345797,2025-03,0,Sunday,9
548,226,2025-03-27,withdrawal,767524,2025-03,1,Thursday,13
549,78,2025-11-24,withdrawal,656002,2025-11,1,Monday,48
550,227,2025-01-28,deposit,186797,2025-01,0,Tuesday,5
551,72,2025-06-22,deposit,1241426,2025-06,0,Sunday,25
552,180,2025-02-17,withdrawal,339780,2025-02,0,Monday,8
553,127,2025-01-20,withdrawal,685933,2025-01,1,Monday,4
554,128,2025-10-11,transfer,320096,2025-10,0,Saturday,41
555,146,2025-11-10,transfer,19063,2025-11,0,Monday,46
556,155,2025-10-14,deposit,1090798,2025-10,0,Tuesday,42
557,261,2025-06-26,deposit,1573341,2025-06,0,Thursday,26
558,152,2025-04-09,transfer,33609,2025-04,0,Wednesday,15
559,254,2025-04-10,withdrawal,128220,2025-04,0,Thursday,15
560,256,2025-01-13,transfer,316390,2025-01,0,Monday,3
561,271,2025-05-19,deposit,762277,2025-05,0,Monday,21
562,68,2025-09-25,withdrawal,912628,2025-09,1,Thursday,39
563,216,2025-11-22,withdrawal,582896,2025-11,1,Saturday,47
564,89,2025-01-14,withdrawal,817788,2025-01,1,Tuesday,3
565,9,2024-12-15,transfer,40406,2024-12,0,Sunday,50
566,135,2025-01-07,deposit,88522,2025-01,0,Tuesday,2
567,204,2025-10-25,transfer,155202,2025-10,0,Saturday,43
568,257,2025-12-02,withdrawal,454150,2025-12,0,Tuesday,49
569,206,2025-09-08,deposit,1348304,2025-09,0,Monday,37
570,276,2025-04-29,transfer,85048,2025-04,0,Tuesday,18
571,43,2025-08-26,withdrawal,92860,2025-08,0,Tuesday,35
572,105,2025-05-24,deposit,1129891,2025-05,0,Saturday,21
573,201,2025-11-05,transfer,337552,2025-11,0,Wednesday,45
574,34,2025-07-19,withdrawal,742614,2025-07,1,Saturday,29
575,123,2025-01-21,deposit,517711,2025-01,0,Tuesday,4
576,223,2025-10-17,deposit,955789,2025-10,0,Friday,42
577,29,2025-11-09,withdrawal,708435,2025-11,1,Sunday,45
578,90,2025-12-05,deposit,31560,2025-12,0,Friday,49
579,71,2025-03-01,transfer,10950,2025-03,0,Saturday,9
580,255,2025-08-29,withdrawal,558410,2025-08,1,Friday,35
581,133,2025-02-10,deposit,784866,2025-02,0,Monday,7
582,138,2025-02-06,transfer,469736,2025-02,0,Thursday,6
583,16,2025-07-15,withdrawal,856313,2025-07,1,Tuesday,29
584,140,2025-04-21,transfer,38487,2025-04,0,Monday,17
585,296,2025-08-19,transfer,45406,2025-08,0,Tuesday,34
586,234,2025-01-05,transfer,193808,2025-01,0,Sunday,1
587,256,2025-06-14,transfer,92493,2025-06,0,Saturday,24
588,81,2025-01-29,withdrawal,820894,2025-01,1,Wednesday,5
589,294,2025-02-05,transfer,383944,2025-02,0,Wednesday,6
590,117,2024-12-09,transfer,271770,2024-12,0,Monday,50
591,23,2024-12-31,deposit,517861,2024-12,0,Tuesday,1
592,242,2025-02-22,withdrawal,411583,2025-02,0,Saturday,8
593,92,2025-12-08,deposit,1164441,2025-12,0,Monday,50
594,215,2025-04-14,deposit,679867,2025-04,0,Monday,16
595,214,2025-04-25,transfer,172738,2025-04,0,Friday,17
596,40,2025-02-07,transfer,200458,2025-02,0,Friday,6
597,258,2025-01-03,transfer,477876,2025-01,0,Friday,1
598,92,2025-08-29,deposit,1691819,2025-08,0,Friday,35
599,24,2025-08-03,withdrawal,82274,2025-08,0,Sunday,31
600,145,2025-01-21,withdrawal,353199,2025-01,0,Tuesday,4
601,284,2025-06-14,withdrawal,18356,2025-06,0,Saturday,24
602,103,2025-05-12,withdrawal,601194,2025-05,1,Monday,20
603,125,2025-10-06,withdrawal,396162,2025-10,0,Monday,41
604,253,2025-09-13,deposit,1541086,2025-09,0,Saturday,37
605,126,2025-07-05,deposit,18375,2025-07,0,Saturday,27
606,13,2025-06-03,deposit,1140702,2025-06,0,Tuesday,23
607,5,2025-11-09,withdrawal,11533,2025-11,0,Sunday,45
608,193,2025-05-14,transfer,386270,2025-05,0,Wednesday,20
609,54,2025-04-08,deposit,1116101,2025-04,0,Tuesday,15
610,215,2025-02-18,withdrawal,72804,2025-02,0,Tuesday,8
611,144,2025-04-05,deposit,97065,2025-04,0,Saturday,14
612,267,2025-06-16,withdrawal,744891,2025-06,1,Monday,25
613,235,2025-10-01,transfer,49513,2025-10,0,Wednesday,40
614,49,2025-10-30,transfer,74999,2025-10,0,Thursday,44
615,202,2025-09-24,deposit,1246295,2025-09,0,Wednesday,39
616,32,2025-02-12,withdrawal,704622,2025-02,1,Wednesday,7
617,122,2025-05-18,withdrawal,283668,2025-05,0,Sunday,20
618,202,2025-05-24,transfer,441155,2025-05,0,Saturday,21
619,163,2025-04-06,withdrawal,295166,2025-04,0,Sunday,14
620,39,2025-10-03,deposit,290447,2025-10,0,Friday,40
621,56,2025-03-02,deposit,226580,2025-03,0,Sunday,9
622,231,2025-07-04,withdrawal,339287,2025-07,0,Friday,27
623,62,2025-03-24,transfer,192845,2025-03,0,Monday,13
624,232,2025-04-22,withdrawal,495854,2025-04,0,Tuesday,17
625,62,2025-11-24,deposit,335543,2025-11,0,Monday,48
626,156,2025-10-12,transfer,370364,2025-10,0,Sunday,41
627,21,2025-05-24,deposit,1758061,2025-05,0,Saturday,21
628,76,2025-04-14,deposit,1496405,2025-04,0,Monday,16
629,183,2025-01-02,withdrawal,548401,2025-01,1,Thursday,1
630,154,2025-03-07,withdrawal,869926,2025-03,1,Friday,10
631,16,2025-07-27,withdrawal,906114,2025-07,1,Sunday,30
632,285,2025-04-14,transfer,293421,2025-04,0,Monday,16
633,49,2025-02-17,withdrawal,116857,2025-02,0,Monday,8
634,63,2025-03-31,deposit,134329,2025-03,0,Monday,14
635,67,2025-07-01,deposit,1732368,2025-07,0,Tuesday,27
636,191,2025-11-03,transfer,335457,2025-11,0,Monday,45
637,44,2025-04-19,transfer,312295,2025-04,0,Saturday,16
638,39,2025-03-19,deposit,140207,2025-03,0,Wednesday,12
639,228,2025-05-26,deposit,197893,2025-05,0,Monday,22
640,63,2025-08-01,deposit,1981105,2025-08,0,Friday,31
641,26,2025-09-27,deposit,1943044,2025-09,0,Saturday,39
642,222,2025-08-19,transfer,212093,2025-08,0,Tuesday,34
643,16,2025-07-14,withdrawal,726400,2025-07,1,Monday,29
644,89,2025-03-13,withdrawal,235146,2025-03,0,Thursday,11
645,141,2025-02-22,withdrawal,477676,2025-02,0,Saturday,8
646,18,2025-10-19,transfer,329626,2025-10,0,Sunday,42
647,126,2025-08-20,transfer,159720,2025-08,0,Wednesday,34
648,211,2025-01-08,transfer,256150,2025-01,0,Wednesday,2
649,45,2025-02-16,withdrawal,411620,2025-02,0,Sunday,7
650,215,2025-09-03,deposit,1352740,2025-09,0,Wednesday,36
651,128,2025-09-12,transfer,425567,2025-09,0,Friday,37
652,10,2025-12-08,withdrawal,829898,2025-12,1,Monday,50
653,184,2025-08-13,withdrawal,580968,2025-08,1,Wednesday,33
654,177,2025-05-21,transfer,268398,2025-05,0,Wednesday,21
655,199,2024-12-21,withdrawal,198550,2024-12,0,Saturday,51
656,164,2024-12-23,transfer,119829,2024-12,0,Monday,52
657,144,2025-08-06,deposit,1700870,2025-08,0,Wednesday,32
658,272,2025-10-03,withdrawal,814092,2025-10,1,Friday,40
659,120,2025-04-13,deposit,214996,2025-04,0,Sunday,15
660,124,2025-01-05,withdrawal,569614,2025-01,1,Sunday,1
661,113,2025-06-24,transfer,448812,2025-06,0,Tuesday,26
662,182,2025-04-08,deposit,374309,2025-04,0,Tuesday,15
663,163,2025-06-09,transfer,370757,2025-06,0,Monday,24
664,15,2025-06-06,transfer,372295,2025-06,0,Friday,23
665,291,2025-09-22,transfer,79502,2025-09,0,Monday,39
666,97,2025-05-15,withdrawal,578458,2025-05,1,Thursday,20
667,90,2025-01-23,withdrawal,49807,2025-01,0,Thursday,4
668,29,2025-03-30,deposit,1266778,2025-03,0,Sunday,13
669,11,2024-12-08,transfer,255603,2024-12,0,Sunday,49
670,170,2025-02-12,transfer,110625,2025-02,0,Wednesday,7
671,175,2025-05-22,transfer,98040,2025-05,0,Thursday,21
672,31,2025-10-04,deposit,314774,2025-10,0,Saturday,40
673,73,2025-09-03,deposit,1780199,2025-09,0,Wednesday,36
674,187,2025-12-03,deposit,788476,2025-12,0,Wednesday,49
675,203,2025-05-29,transfer,57969,2025-05,0,Thursday,22
676,155,2025-02-26,withdrawal,153079,2025-02,0,Wednesday,9
677,224,2025-11-05,transfer,260433,2025-11,0,Wednesday,45
678,163,2025-09-21,deposit,1488070,2025-09,0,Sunday,38
679,183,2025-10-05,deposit,1400721,2025-10,0,Sunday,40
680,90,2025-11-25,withdrawal,331727,2025-11,0,Tuesday,48
681,151,2024-12-08,deposit,377681,2024-12,0,Sunday,49
682,294,2025-09-24,withdrawal,902083,2025-09,1,Wednesday,39
683,17,2025-05-19,deposit,1268300,2025-05,0,Monday,21
684,114,2025-01-30,transfer,301511,2025-01,0,Thursday,5
685,255,2025-01-16,deposit,699510,2025-01,0,Thursday,3
686,122,2025-03-03,withdrawal,345039,2025-03,0,Monday,10
687,46,2025-10-31,transfer,356285,2025-10,0,Friday,44
688,172,2025-04-22,withdrawal,21949,2025-04,0,Tuesday,17
689,108,2025-01-11,deposit,1458695,2025-01,0,Saturday,2
690,180,2025-02-01,withdrawal,835250,2025-02,1,Saturday,5
691,1,2025-07-20,deposit,814368,2025-07,0,Sunday,29
692,215,2025-07-07,deposit,1860039,2025-07,0,Monday,28
693,253,2025-09-13,withdrawal,378292,2025-09,0,Saturday,37
694,193,2025-08-10,deposit,1743134,2025-08,0,Sunday,32
695,296,2025-11-24,transfer,402537,2025-11,0,Monday,48
696,116,2025-01-14,deposit,951418,2025-01,0,Tuesday,3
697,18,2025-05-20,withdrawal,31053,2025-05,0,Tuesday,21
698,134,2025-06-01,deposit,160609,2025-06,0,Sunday,22
699,88,2025-01-15,withdrawal,178720,2025-01,0,Wednesday,3
700,281,2025-10-08,deposit,713733,2025-10,0,Wednesday,41
701,248,2025-07-16,transfer,21249,2025-07,0,Wednesday,29
702,85,2025-07-18,transfer,471486,2025-07,0,Friday,29
703,81,2025-05-26,deposit,217353,2025-05,0,Monday,22
704,106,2025-11-29,deposit,863322,2025-11,0,Saturday,48
705,284,2025-09-10,transfer,490267,2025-09,0,Wednesday,37
706,136,2025-05-09,transfer,152599,2025-05,0,Friday,19
707,122,2025-06-27,deposit,109093,2025-06,0,Friday,26
708,293,2025-08-16,transfer,445325,2025-08,0,Saturday,33
709,79,2024-12-09,deposit,761713,2024-12,0,Monday,50
710,219,2025-11-11,deposit,622714,2025-11,0,Tuesday,46
711,246,2024-12-21,deposit,208396,2024-12,0,Saturday,51
712,106,2025-05-06,deposit,1343382,2025-05,0,Tuesday,19
713,42,2025-02-05,withdrawal,894756,2025-02,1,Wednesday,6
714,158,2025-08-15,withdrawal,503821,2025-08,1,Friday,33
715,136,2025-09-12,deposit,1351091,2025-09,0,Friday,37
716,199,2025-06-21,deposit,783086,2025-06,0,Saturday,25
717,190,2024-12-30,deposit,939858,2024-12,0,Monday,1
718,135,2025-04-21,withdrawal,497648,2025-04,0,Monday,17
719,116,2025-01-08,withdrawal,601655,2025-01,1,Wednesday,2
720,78,2025-01-26,transfer,354945,2025-01,0,Sunday,4
721,44,2025-09-11,transfer,185245,2025-09,0,Thursday,37
722,212,2025-09-17,transfer,124282,2025-09,0,Wednesday,38
723,32,2025-09-01,withdrawal,868160,2025-09,1,Monday,36
724,215,2025-08-08,transfer,365221,2025-08,0,Friday,32
725,294,2025-05-10,deposit,1003794,2025-05,0,Saturday,19
726,41,2025-12-08,withdrawal,956630,2025-12,1,Monday,50
727,18,2025-08-29,transfer,304483,2025-08,0,Friday,35
728,293,2025-02-21,transfer,330201,2025-02,0,Friday,8
729,62,2025-03-03,withdrawal,191276,2025-03,0,Monday,10
730,109,2024-12-29,deposit,269631,2024-12,0,Sunday,52
731,217,2025-07-18,deposit,1437617,2025-07,0,Friday,29
732,104,2025-10-08,transfer,82530,2025-10,0,Wednesday,41
733,133,2025-01-11,withdrawal,965047,2025-01,1,Saturday,2
734,45,2025-06-29,withdrawal,593390,2025-06,1,Sunday,26
735,283,2025-04-28,withdrawal,908235,2025-04,1,Monday,18
736,267,2024-12-14,withdrawal,971713,2024-12,1,Saturday,50
737,268,2025-07-08,withdrawal,127984,2025-07,0,Tuesday,28
738,77,2025-10-05,deposit,1193233,2025-10,0,Sunday,40
739,299,2025-01-31,deposit,1944714,2025-01,0,Friday,5
740,289,2025-05-03,deposit,1652828,2025-05,0,Saturday,18
741,275,2025-07-06,withdrawal,930538,2025-07,1,Sunday,27
742,136,2025-08-13,withdrawal,696594,2025-08,1,Wednesday,33
743,293,2024-12-27,transfer,253012,2024-12,0,Friday,52
744,89,2025-02-19,withdrawal,432548,2025-02,0,Wednesday,8
745,206,2025-05-26,deposit,835037,2025-05,0,Monday,22
746,122,2025-08-08,deposit,1568950,2025-08,0,Friday,32
747,138,2025-05-29,withdrawal,31215,2025-05,0,Thursday,22
748,156,2025-08-16,withdrawal,303964,2025-08,0,Saturday,33
749,51,2025-05-10,deposit,286826,2025-05,0,Saturday,19
750,227,2025-07-09,withdrawal,292507,2025-07,0,Wednesday,28
751,46,2025-03-26,deposit,931346,2025-03,0,Wednesday,13
752,209,2025-08-29,transfer,258996,2025-08,0,Friday,35
753,192,2025-02-27,deposit,1085598,2025-02,0,Thursday,9
754,34,2025-08-24,withdrawal,754037,2025-08,1,Sunday,34
755,207,2025-09-02,deposit,1641861,2025-09,0,Tuesday,36
756,292,2025-03-16,deposit,369353,2025-03,0,Sunday,11
757,103,2024-12-24,deposit,528219,2024-12,0,Tuesday,52
758,234,2025-06-10,deposit,1930250,2025-06,0,Tuesday,24
759,102,2025-08-02,withdrawal,396244,2025-08,0,Saturday,31
760,259,2025-02-09,withdrawal,676275,2025-02,1,Sunday,6
761,16,2025-08-15,deposit,786119,2025-08,0,Friday,33
762,229,2025-08-07,deposit,1830530,2025-08,0,Thursday,32
763,283,2025-03-01,withdrawal,370971,2025-03,0,Saturday,9
764,133,2025-11-25,transfer,440615,2025-11,0,Tuesday,48
765,47,2025-06-23,withdrawal,38783,2025-06,0,Monday,26
766,26,2025-09-26,deposit,1795593,2025-09,0,Friday,39
767,110,2025-04-02,deposit,1362654,2025-04,0,Wednesday,14
768,106,2025-07-05,withdrawal,693238,2025-07,1,Saturday,27
769,263,2025-11-22,deposit,1818260,2025-11,0,Saturday,47
770,5,2025-02-13,withdrawal,965793,2025-02,1,Thursday,7
771,89,2024-12-12,transfer,424883,2024-12,0,Thursday,50
772,115,2025-05-13,withdrawal,647894,2025-05,1,Tuesday,20
773,141,2025-06-18,withdrawal,948981,2025-06,1,Wednesday,25
774,179,2025-03-29,withdrawal,274239,2025-03,0,Saturday,13
775,239,2025-08-31,withdrawal,720091,2025-08,1,Sunday,35
776,204,2024-12-11,transfer,58641,2024-12,0,Wednesday,50
777,262,2025-06-17,transfer,447123,2025-06,0,Tuesday,25
778,288,2025-10-15,transfer,316307,2025-10,0,Wednesday,42
779,145,2025-02-01,withdrawal,727659,2025-02,1,Saturday,5
780,247,2025-04-28,deposit,710237,2025-04,0,Monday,18
781,167,2025-11-08,withdrawal,283832,2025-11,0,Saturday,45
782,153,2025-08-29,deposit,319424,2025-08,0,Friday,35
783,124,2025-10-11,deposit,1694108,2025-10,0,Saturday,41
784,207,2025-11-21,transfer,172554,2025-11,0,Friday,47
785,72,2025-11-08,transfer,18345,2025-11,0,Saturday,45
786,255,2025-07-10,withdrawal,282028,2025-07,0,Thursday,28
787,208,2024-12-26,withdrawal,782519,2024-12,1,Thursday,52
788,299,2025-03-15,transfer,304914,2025-03,0,Saturday,11
789,176,2025-03-31,transfer,379010,2025-03,0,Monday,14
790,274,2025-08-08,transfer,416512,2025-08,0,Friday,32
791,184,2025-03-05,transfer,162388,2025-03,0,Wednesday,10
792,286,2025-01-26,deposit,621109,2025-01,0,Sunday,4
793,242,2025-04-19,deposit,1558819,2025-04,0,Saturday,16
794,287,2025-11-21,deposit,1990842,2025-11,0,Friday,47
795,172,2025-03-31,transfer,51818,2025-03,0,Monday,14
796,182,2025-05-14,deposit,1565721,2025-05,0,Wednesday,20
797,216,2025-04-20,withdrawal,399737,2025-04,0,Sunday,16
798,300,2025-02-06,withdrawal,496288,2025-02,0,Thursday,6
799,241,2025-10-28,deposit,1821958,2025-10,0,Tuesday,44
800,299,2025-01-13,transfer,330401,2025-01,0,Monday,3
801,242,2025-02-07,deposit,1054577,2025-02,0,Friday,6
802,196,2025-07-07,transfer,161424,2025-07,0,Monday,28
803,28,2025-03-20,deposit,293075,2025-03,0,Thursday,12
804,176,2025-07-30,withdrawal,607062,2025-07,1,Wednesday,31
805,74,2025-03-10,withdrawal,914285,2025-03,1,Monday,11
806,42,2025-10-27,withdrawal,358787,2025-10,0,Monday,44
807,91,2025-01-06,withdrawal,675320,2025-01,1,Monday,2
808,3,2025-03-25,withdrawal,296814,2025-03,0,Tuesday,13
809,87,2025-02-27,transfer,405809,2025-02,0,Thursday,9
810,251,2025-10-18,deposit,276383,2025-10,0,Saturday,42
811,223,2025-07-02,transfer,230134,2025-07,0,Wednesday,27
812,220,2024-12-10,withdrawal,411936,2024-12,0,Tuesday,50
813,20,2025-06-17,transfer,109550,2025-06,0,Tuesday,25
814,8,2025-09-05,withdrawal,803612,2025-09,1,Friday,36
815,98,2024-12-10,deposit,1424243,2024-12,0,Tuesday,50
816,128,2025-06-02,deposit,1459426,2025-06,0,Monday,23
817,160,2025-06-22,deposit,220394,2025-06,0,Sunday,25
818,258,2025-03-03,transfer,165492,2025-03,0,Monday,10
819,34,2025-05-05,deposit,630375,2025-05,0,Monday,19
820,234,2025-10-09,transfer,277780,2025-10,0,Thursday,41
821,269,2025-11-24,withdrawal,464730,2025-11,0,Monday,48
822,69,2025-08-15,withdrawal,955169,2025-08,1,Friday,33
823,184,2025-07-02,deposit,350785,2025-07,0,Wednesday,27
824,10,2025-02-13,deposit,475435,2025-02,0,Thursday,7
825,109,2025-10-05,transfer,16488,2025-10,0,Sunday,40
826,259,2025-06-13,deposit,263289,2025-06,0,Friday,24
827,20,2025-10-31,withdrawal,929123,2025-10,1,Friday,44
828,131,2025-01-01,transfer,331702,2025-01,0,Wednesday,1
829,25,2025-11-07,transfer,61682,2025-11,0,Friday,45
830,11,2025-02-05,deposit,1451510,2025-02,0,Wednesday,6
831,214,2025-02-09,withdrawal,408724,2025-02,0,Sunday,6
832,281,2025-12-02,withdrawal,507440,2025-12,1,Tuesday,49
833,79,2025-11-24,deposit,1462923,2025-11,0,Monday,48
834,5,2025-11-11,withdrawal,451315,2025-11,0,Tuesday,46
835,52,2025-04-25,transfer,277791,2025-04,0,Friday,17
836,71,2025-01-30,withdrawal,881002,2025-01,1,Thursday,5
837,262,2025-02-06,transfer,328851,2025-02,0,Thursday,6
838,145,2025-01-31,deposit,1650761,2025-01,0,Friday,5
839,255,2025-03-20,deposit,1282169,2025-03,0,Thursday,12
840,135,2025-06-09,transfer,110734,2025-06,0,Monday,24
841,210,2024-12-28,withdrawal,178163,2024-12,0,Saturday,52
842,281,2025-03-24,withdrawal,964578,2025-03,1,Monday,13
843,247,2024-12-09,withdrawal,255896,2024-12,0,Monday,50
844,7,2025-02-02,transfer,51663,2025-02,0,Sunday,5
845,294,2025-02-22,transfer,264052,2025-02,0,Saturday,8
846,47,2025-01-28,transfer,44346,2025-01,0,Tuesday,5
847,132,2025-07-29,transfer,126194,2025-07,0,Tuesday,31
848,152,2025-01-02,withdrawal,496830,2025-01,0,Thursday,1
